product_id,category,brand,season,size,color,original_price,markdown_percentage,current_price,purchase_date,stock_quantity,customer_rating,is_returned,return_reason,year,month,day,day_name,out_of_stock,discount_flag,rating_category
FB000490,Accessories,Mango,Summer,Unknown,Blue,67.13,0.0,67.13,2025-08-06,3,1.4,False,No Return,2025,8,6,Wednesday,0,0,Low
FB000491,Dresses,Zara,Summer,M,Red,144.81,33.3,96.59,2025-08-06,33,2.8,False,No Return,2025,8,6,Wednesday,0,1,Medium
FB000492,Outerwear,Gap,Winter,XS,Purple,152.93,53.0,71.88,2025-08-06,2,4.6,True,Changed Mind,2025,8,6,Wednesday,0,1,High
FB000493,Dresses,Forever21,Summer,XXL,White,111.29,0.0,111.29,2025-08-06,48,4.9,False,No Return,2025,8,6,Wednesday,0,0,High
FB000494,Outerwear,Banana Republic,Winter,XS,Pink,159.18,0.0,159.18,2025-08-06,38,2.4,True,Quality Issue,2025,8,6,Wednesday,0,0,Medium
FB000495,Outerwear,Zara,Winter,XXL,White,215.93,0.0,215.93,2025-08-06,43,3.5,False,No Return,2025,8,6,Wednesday,0,0,Medium
FB000496,Tops,Ann Taylor,Spring,Unknown,Beige,51.69,33.4,34.43,2024-08-07,36,3.4,False,No Return,2024,8,7,Wednesday,0,1,Medium
FB000497,Outerwear,Ann Taylor,Summer,L,Pink,137.38,0.0,137.38,2025-08-06,43,3.5,False,No Return,2025,8,6,Wednesday,0,0,Medium
FB000498,Bottoms,Forever21,Fall,XXL,Green,96.7,38.8,59.18,2025-08-06,46,1.7000000000000002,False,No Return,2025,8,6,Wednesday,0,1,Low
FB000499,Bottoms,H&M,Spring,M,Purple,58.73,38.1,36.35,2024-12-27,50,1.2,False,No Return,2024,12,27,Friday,0,1,Low
FB000500,Outerwear,Gap,Winter,S,Green,204.68,0.0,204.68,2025-08-06,33,3.1,False,No Return,2025,8,6,Wednesday,0,0,Medium
FB000501,Bottoms,Forever21,Spring,L,White,117.26,0.0,117.26,2024-09-25,29,2.986604189636163,False,No Return,2024,9,25,Wednesday,0,0,Medium
FB000502,Outerwear,Gap,Summer,XXL,White,91.95,0.0,91.95,2025-08-06,1,2.5,False,No Return,2025,8,6,Wednesday,0,0,Medium
FB000503,Bottoms,Gap,Fall,XL,Navy,94.53,0.0,94.53,2025-08-06,13,2.4,False,No Return,2025,8,6,Wednesday,0,0,Medium
FB000504,Dresses,Mango,Fall,XXL,White,71.94,3.0,69.78,2025-08-06,45,1.4,False,No Return,2025,8,6,Wednesday,0,1,Low
FB000505,Dresses,Ann Taylor,Winter,XL,Green,177.72,5.9,167.23,2025-08-06,47,2.986604189636163,False,No Return,2025,8,6,Wednesday,0,1,Medium
FB000506,Accessories,Zara,Summer,Unknown,White,34.4,0.0,34.4,2025-08-06,43,3.0,True,Wrong Item,2025,8,6,Wednesday,0,0,Medium
FB000507,Bottoms,Banana Republic,Spring,M,Gray,119.72,0.0,119.72,2025-01-18,18,3.7,False,No Return,2025,1,18,Saturday,0,0,Medium
FB000508,Accessories,H&M,Summer,Unknown,Brown,44.09,0.0,44.09,2025-08-06,2,2.0,False,No Return,2025,8,6,Wednesday,0,0,Low
FB000509,Bottoms,Mango,Spring,XL,Purple,42.47,0.0,42.47,2024-11-14,33,4.5,True,Changed Mind,2024,11,14,Thursday,0,0,High
FB000510,Dresses,Banana Republic,Summer,XL,Purple,68.43,0.0,68.43,2025-08-06,16,2.986604189636163,False,No Return,2025,8,6,Wednesday,0,0,Medium
FB000511,Shoes,Zara,Fall,XS,Green,165.39,31.8,112.8,2025-08-06,9,4.6,False,No Return,2025,8,6,Wednesday,0,1,High
FB000512,Accessories,Ann Taylor,Winter,Unknown,Green,35.36,0.0,35.36,2025-08-06,42,4.5,False,No Return,2025,8,6,Wednesday,0,0,High
FB000513,Dresses,H&M,Summer,M,Navy,95.73,0.0,95.73,2025-08-06,6,4.6,False,No Return,2025,8,6,Wednesday,0,0,High
FB000514,Accessories,Banana Republic,Spring,Unknown,Brown,72.28,51.3,35.2,2025-02-15,31,1.9,False,No Return,2025,2,15,Saturday,0,1,Low
FB000515,Outerwear,Ann Taylor,Summer,Unknown,White,80.35,0.0,80.35,2025-08-06,28,2.9,False,No Return,2025,8,6,Wednesday,0,0,Medium
FB000516,Bottoms,Banana Republic,Winter,XL,Gray,119.04,0.0,119.04,2025-08-06,35,1.4,False,No Return,2025,8,6,Wednesday,0,0,Low
FB000517,Tops,Gap,Winter,XS,Brown,60.53,42.5,34.8,2025-08-06,8,2.986604189636163,True,Color Mismatch,2025,8,6,Wednesday,0,1,Medium
FB000518,Outerwear,H&M,Fall,M,Navy,92.54,43.8,52.01,2025-08-06,33,1.5,True,Damaged,2025,8,6,Wednesday,0,1,Low
FB000519,Accessories,Uniqlo,Fall,Unknown,Pink,28.4,0.0,28.4,2025-08-06,4,3.1,False,No Return,2025,8,6,Wednesday,0,0,Medium
FB000520,Bottoms,Zara,Summer,M,Gray,91.65,0.0,91.65,2025-08-06,40,3.8,False,No Return,2025,8,6,Wednesday,0,0,Medium
FB000521,Accessories,Mango,Fall,Unknown,Navy,72.57,0.0,72.57,2025-08-06,27,2.5,False,No Return,2025,8,6,Wednesday,0,0,Medium
FB000522,Bottoms,H&M,Fall,L,Blue,39.05,0.0,39.05,2025-08-06,10,3.5,False,No Return,2025,8,6,Wednesday,0,0,Medium
FB000523,Dresses,Zara,Winter,S,Gray,113.21,0.0,113.21,2025-08-06,12,4.4,False,No Return,2025,8,6,Wednesday,0,0,High
FB000524,Accessories,Forever21,Spring,Unknown,Navy,25.34,0.0,25.34,2025-07-31,17,3.3,False,No Return,2025,7,31,Thursday,0,0,Medium
FB000525,Tops,Mango,Spring,L,Black,98.16,56.7,42.5,2025-02-05,44,2.6,False,No Return,2025,2,5,Wednesday,0,1,Medium
FB000526,Tops,Banana Republic,Spring,XS,Purple,60.54,0.0,60.54,2025-04-10,35,1.7000000000000002,False,No Return,2025,4,10,Thursday,0,0,Low
FB000527,Dresses,Zara,Winter,S,Pink,132.61,7.4,122.8,2025-08-06,0,4.2,False,No Return,2025,8,6,Wednesday,1,1,High
FB000528,Outerwear,Ann Taylor,Fall,XL,Pink,234.14,0.0,234.14,2025-08-06,40,1.7000000000000002,False,No Return,2025,8,6,Wednesday,0,0,Low
FB000529,Accessories,H&M,Fall,Unknown,Black,31.86,0.0,16.5,2025-08-06,32,4.5,False,No Return,2025,8,6,Wednesday,0,0,High
FB000530,Accessories,Uniqlo,Spring,Unknown,Gray,15.14,0.0,9.58,2025-07-23,41,3.8,False,No Return,2025,7,23,Wednesday,0,0,Medium
FB000531,Shoes,H&M,Winter,XS,Purple,77.72,0.0,77.72,2025-08-06,48,1.1,False,No Return,2025,8,6,Wednesday,0,0,Low
FB000532,Accessories,Zara,Spring,Unknown,Gray,78.04,0.0,78.04,2025-04-09,38,4.9,False,No Return,2025,4,9,Wednesday,0,0,High
FB000533,Outerwear,Gap,Fall,M,Brown,169.82,0.0,169.82,2025-08-06,28,4.0,False,No Return,2025,8,6,Wednesday,0,0,Medium
FB000534,Bottoms,H&M,Spring,L,White,94.71,38.9,57.87,2024-08-16,39,4.7,False,No Return,2024,8,16,Friday,0,1,High
FB000535,Shoes,Ann Taylor,Spring,XL,Red,112.6,22.0,87.83,2025-07-22,29,2.1,True,Color Mismatch,2025,7,22,Tuesday,0,1,Medium
FB000536,Bottoms,Zara,Summer,L,Purple,104.16,0.0,104.16,2025-08-06,21,1.6,False,No Return,2025,8,6,Wednesday,0,0,Low
FB000537,Outerwear,Gap,Winter,XXL,Gray,174.86,0.0,174.86,2025-08-06,15,1.7000000000000002,False,No Return,2025,8,6,Wednesday,0,0,Low
FB000538,Outerwear,Uniqlo,Spring,L,Purple,217.89,49.4,110.25,2024-11-27,42,2.9,False,No Return,2024,11,27,Wednesday,0,1,Medium
FB000539,Shoes,Mango,Winter,L,Black,123.14,0.0,123.14,2025-08-06,15,1.8,True,Wrong Item,2025,8,6,Wednesday,0,0,Low
FB000540,Tops,Ann Taylor,Winter,XL,Navy,103.96,0.0,103.96,2025-08-06,23,3.3,False,No Return,2025,8,6,Wednesday,0,0,Medium
FB000541,Dresses,H&M,Spring,XL,Blue,138.45,0.0,138.45,2025-03-28,18,3.3,False,No Return,2025,3,28,Friday,0,0,Medium
FB000542,Shoes,Gap,Summer,S,Black,165.1,0.0,165.1,2025-08-06,7,2.986604189636163,False,No Return,2025,8,6,Wednesday,0,0,Medium
FB000543,Shoes,Gap,Winter,XXL,Gray,147.25,0.0,147.25,2025-08-06,15,2.7,False,No Return,2025,8,6,Wednesday,0,0,Medium
FB000544,Shoes,Uniqlo,Fall,L,Pink,126.23,0.0,126.23,2025-08-06,48,2.1,False,No Return,2025,8,6,Wednesday,0,0,Medium
FB000545,Outerwear,Ann Taylor,Fall,M,Navy,229.04,0.0,229.04,2025-08-06,5,4.5,False,No Return,2025,8,6,Wednesday,0,0,High
FB000546,Accessories,Ann Taylor,Winter,Unknown,Gray,38.65,32.6,26.05,2025-08-06,46,1.1,False,No Return,2025,8,6,Wednesday,0,1,Low
FB000547,Bottoms,Banana Republic,Spring,XS,Pink,80.82,0.0,80.82,2025-02-11,42,2.986604189636163,False,No Return,2025,2,11,Tuesday,0,0,Medium
FB000548,Accessories,Uniqlo,Spring,Unknown,Beige,56.44,0.0,56.44,2025-03-18,35,4.0,False,No Return,2025,3,18,Tuesday,0,0,Medium
FB000549,Dresses,Zara,Fall,M,Beige,121.3,0.0,121.3,2025-08-06,33,2.3,False,No Return,2025,8,6,Wednesday,0,0,Medium
FB000550,Bottoms,Gap,Fall,Unknown,Black,101.98,28.4,73.02,2025-08-06,40,4.5,False,No Return,2025,8,6,Wednesday,0,1,High
FB000551,Bottoms,Banana Republic,Spring,L,Red,89.99,0.0,89.99,2025-02-28,26,4.1,False,No Return,2025,2,28,Friday,0,0,High
FB000552,Shoes,Forever21,Summer,XXL,Green,64.31,34.5,42.12,2025-08-06,48,4.5,False,No Return,2025,8,6,Wednesday,0,1,High
FB000553,Dresses,Zara,Spring,L,Beige,168.92,0.0,168.92,2025-07-14,11,4.4,False,No Return,2025,7,14,Monday,0,0,High
FB000554,Bottoms,Gap,Summer,XL,Navy,86.46,49.5,43.66,2025-08-06,19,4.3,False,No Return,2025,8,6,Wednesday,0,1,High
FB000555,Tops,Forever21,Winter,XS,Red,36.84,18.9,29.88,2025-08-06,39,1.2,False,No Return,2025,8,6,Wednesday,0,1,Low
FB000556,Tops,Ann Taylor,Spring,XS,Pink,38.5,0.0,38.5,2025-03-06,2,3.2,False,No Return,2025,3,6,Thursday,0,0,Medium
FB000557,Bottoms,Mango,Winter,Unknown,Beige,68.02,37.7,42.38,2025-08-06,40,2.1,False,No Return,2025,8,6,Wednesday,0,1,Medium
FB000558,Dresses,Uniqlo,Fall,M,Brown,117.23,0.0,117.23,2025-08-06,30,2.986604189636163,True,Changed Mind,2025,8,6,Wednesday,0,0,Medium
FB000559,Tops,Ann Taylor,Spring,S,Navy,79.33,0.0,79.33,2025-01-30,10,3.4,True,Changed Mind,2025,1,30,Thursday,0,0,Medium
FB000560,Bottoms,Mango,Summer,L,Green,75.82,42.7,43.44,2025-08-06,11,2.0,False,No Return,2025,8,6,Wednesday,0,1,Low
FB000561,Dresses,Ann Taylor,Spring,M,White,141.42,0.0,141.42,2025-03-25,10,2.5,False,No Return,2025,3,25,Tuesday,0,0,Medium
FB000562,Shoes,Uniqlo,Spring,L,Black,124.2,0.0,124.2,2024-08-28,24,1.0,False,No Return,2024,8,28,Wednesday,0,0,Low
FB000563,Bottoms,Forever21,Winter,L,Navy,48.42,0.0,48.42,2025-08-06,6,4.3,False,No Return,2025,8,6,Wednesday,0,0,High
FB000564,Dresses,H&M,Fall,XS,Gray,119.4,0.0,119.4,2025-08-06,45,4.2,False,No Return,2025,8,6,Wednesday,0,0,High
FB000565,Shoes,Mango,Summer,M,Brown,186.07,0.0,186.07,2025-08-06,41,2.6,False,No Return,2025,8,6,Wednesday,0,0,Medium
FB000566,Shoes,Mango,Summer,XL,Brown,109.46,0.0,109.46,2025-08-06,38,4.1,False,No Return,2025,8,6,Wednesday,0,0,High
FB000567,Dresses,Gap,Winter,S,Gray,116.18,42.7,66.57,2025-08-06,3,3.5,False,No Return,2025,8,6,Wednesday,0,1,Medium
FB000568,Accessories,Zara,Winter,Unknown,Green,41.29,26.3,30.43,2025-08-06,5,4.7,False,No Return,2025,8,6,Wednesday,0,1,High
FB000569,Tops,Uniqlo,Winter,S,Green,94.68,45.0,52.07,2025-08-06,47,2.6,False,No Return,2025,8,6,Wednesday,0,1,Medium
FB000570,Accessories,Zara,Spring,Unknown,White,48.55,32.7,32.67,2024-10-01,39,2.8,False,No Return,2024,10,1,Tuesday,0,1,Medium
FB000571,Tops,Gap,Summer,M,Purple,75.22,0.0,75.22,2025-08-06,22,2.1,True,Size Issue,2025,8,6,Wednesday,0,0,Medium
FB000572,Shoes,H&M,Summer,XS,White,98.95,30.3,68.97,2025-08-06,16,2.986604189636163,False,No Return,2025,8,6,Wednesday,0,1,Medium
FB000573,Tops,H&M,Spring,XL,Brown,39.56,0.0,39.56,2025-01-21,15,2.986604189636163,False,No Return,2025,1,21,Tuesday,0,0,Medium
FB000574,Outerwear,Uniqlo,Winter,S,White,153.88,0.0,153.88,2025-08-06,42,2.2,False,No Return,2025,8,6,Wednesday,0,0,Medium
FB000575,Accessories,Ann Taylor,Summer,Unknown,Beige,68.87,0.0,68.87,2025-08-06,9,1.1,False,No Return,2025,8,6,Wednesday,0,0,Low
FB000576,Bottoms,Ann Taylor,Fall,M,Pink,25.56,0.0,15.62,2025-08-06,48,2.986604189636163,False,No Return,2025,8,6,Wednesday,0,0,Medium
FB000577,Outerwear,H&M,Fall,XXL,White,246.49,0.0,246.49,2025-08-06,20,4.8,False,No Return,2025,8,6,Wednesday,0,0,High
FB000578,Accessories,H&M,Fall,Unknown,Green,52.41,0.0,52.41,2025-08-06,14,2.986604189636163,False,No Return,2025,8,6,Wednesday,0,0,Medium
FB000579,Tops,Zara,Summer,M,Navy,33.77,0.0,33.77,2025-08-06,12,3.8,False,No Return,2025,8,6,Wednesday,0,0,Medium
FB000580,Shoes,H&M,Summer,M,Pink,96.7,0.0,96.7,2025-08-06,28,3.0,False,No Return,2025,8,6,Wednesday,0,0,Medium
FB000581,Dresses,H&M,Spring,M,Red,95.81,0.0,95.81,2025-05-09,47,4.9,False,No Return,2025,5,9,Friday,0,0,High
FB000582,Tops,Gap,Fall,M,Brown,41.58,0.0,41.58,2025-08-06,3,1.6,False,No Return,2025,8,6,Wednesday,0,0,Low
FB000583,Tops,Uniqlo,Summer,XL,Gray,46.67,6.6,43.59,2025-08-06,35,1.3,True,Quality Issue,2025,8,6,Wednesday,0,1,Low
FB000584,Bottoms,Zara,Winter,L,Beige,25.98,0.0,10.55,2025-08-06,40,2.986604189636163,False,No Return,2025,8,6,Wednesday,0,0,Medium
FB000585,Outerwear,Uniqlo,Summer,L,Beige,204.82,14.0,176.15,2025-08-06,27,3.8,False,No Return,2025,8,6,Wednesday,0,1,Medium
FB000586,Tops,Zara,Winter,XXL,Pink,43.43,0.0,22.97,2025-08-06,44,4.7,False,No Return,2025,8,6,Wednesday,0,0,High
FB000587,Accessories,H&M,Summer,Unknown,Blue,40.5,40.5,24.1,2025-08-06,25,2.9,False,No Return,2025,8,6,Wednesday,0,1,Medium
FB000588,Bottoms,Forever21,Winter,M,Red,73.59,16.6,61.37,2025-08-06,34,4.0,False,No Return,2025,8,6,Wednesday,0,1,Medium
FB000589,Accessories,Ann Taylor,Summer,Unknown,Navy,17.67,0.0,17.67,2025-08-06,29,4.3,False,No Return,2025,8,6,Wednesday,0,0,High
FB000590,Dresses,Gap,Winter,S,Green,70.01,28.0,50.41,2025-08-06,23,2.986604189636163,False,No Return,2025,8,6,Wednesday,0,1,Medium
FB000591,Shoes,Mango,Fall,XS,Red,79.32,33.7,52.59,2025-08-06,38,3.0,True,Size Issue,2025,8,6,Wednesday,0,1,Medium
FB000592,Accessories,Zara,Summer,Unknown,Beige,45.24,0.0,45.24,2025-08-06,20,3.0,True,Quality Issue,2025,8,6,Wednesday,0,0,Medium
FB000593,Tops,H&M,Summer,XXL,Red,63.51,13.6,54.87,2025-08-06,19,2.986604189636163,False,No Return,2025,8,6,Wednesday,0,1,Medium
FB000594,Bottoms,Ann Taylor,Winter,XXL,White,55.23,33.6,36.67,2025-08-06,9,2.986604189636163,False,No Return,2025,8,6,Wednesday,0,1,Medium
FB000595,Dresses,Banana Republic,Fall,M,Navy,137.59,0.0,137.59,2025-08-06,18,2.986604189636163,False,No Return,2025,8,6,Wednesday,0,0,Medium
FB000596,Shoes,H&M,Fall,Unknown,White,65.8,0.0,65.8,2025-08-06,46,3.2,False,No Return,2025,8,6,Wednesday,0,0,Medium
FB000597,Shoes,Uniqlo,Winter,XL,Blue,88.42,0.0,88.42,2025-08-06,44,3.4,True,Damaged,2025,8,6,Wednesday,0,0,Medium
FB000598,Dresses,Mango,Fall,M,Red,75.54,0.0,75.54,2025-08-06,6,4.6,False,No Return,2025,8,6,Wednesday,0,0,High
FB000599,Shoes,H&M,Spring,L,White,185.13,0.0,185.13,2025-05-09,49,4.9,False,No Return,2025,5,9,Friday,0,0,High
FB000600,Outerwear,Mango,Fall,L,Black,132.58,0.0,132.58,2025-08-06,45,1.6,False,No Return,2025,8,6,Wednesday,0,0,Low
FB000601,Bottoms,Zara,Fall,M,White,93.38,0.0,93.38,2025-08-06,7,3.5,False,No Return,2025,8,6,Wednesday,0,0,Medium
FB000602,Accessories,Ann Taylor,Fall,Unknown,Black,47.28,0.0,47.28,2025-08-06,38,4.2,False,No Return,2025,8,6,Wednesday,0,0,High
FB000603,Bottoms,Banana Republic,Spring,L,Green,59.88,0.0,59.88,2024-10-12,33,2.9,False,No Return,2024,10,12,Saturday,0,0,Medium
FB000604,Dresses,H&M,Winter,XXL,Black,140.07,0.0,140.07,2025-08-06,15,2.7,False,No Return,2025,8,6,Wednesday,0,0,Medium
FB000605,Accessories,Uniqlo,Winter,Unknown,Black,66.6,0.0,66.6,2025-08-06,47,4.0,False,No Return,2025,8,6,Wednesday,0,0,Medium
FB000606,Accessories,Gap,Summer,Unknown,Purple,39.82,35.4,25.72,2025-08-06,9,4.6,False,No Return,2025,8,6,Wednesday,0,1,High
FB000607,Accessories,Zara,Fall,Unknown,Red,70.74,0.0,70.74,2025-08-06,49,1.8,False,No Return,2025,8,6,Wednesday,0,0,Low
FB000608,Dresses,Zara,Spring,M,Red,95.33,0.0,95.33,2025-06-07,36,2.986604189636163,True,Quality Issue,2025,6,7,Saturday,0,0,Medium
FB000609,Accessories,Forever21,Spring,Unknown,Red,32.62,29.1,23.13,2025-07-27,9,1.4,False,No Return,2025,7,27,Sunday,0,1,Low
FB000610,Bottoms,Mango,Summer,XL,Purple,41.07,0.0,41.07,2025-08-06,10,4.8,False,No Return,2025,8,6,Wednesday,0,0,High
FB000611,Bottoms,Zara,Winter,XL,Gray,43.1,0.0,43.1,2025-08-06,34,4.9,False,No Return,2025,8,6,Wednesday,0,0,High
FB000612,Outerwear,Ann Taylor,Winter,XXL,Navy,102.03,27.9,73.56,2025-08-06,21,2.2,True,Size Issue,2025,8,6,Wednesday,0,1,Medium
FB000613,Accessories,Mango,Winter,Unknown,Red,54.11,0.0,54.11,2025-08-06,15,2.6,False,No Return,2025,8,6,Wednesday,0,0,Medium
FB000614,Accessories,Mango,Winter,Unknown,Purple,43.5,0.0,43.5,2025-08-06,35,2.8,False,No Return,2025,8,6,Wednesday,0,0,Medium
FB000615,Accessories,Banana Republic,Winter,Unknown,Pink,66.0,0.0,66.0,2025-08-06,19,2.6,False,No Return,2025,8,6,Wednesday,0,0,Medium
FB000616,Bottoms,Banana Republic,Summer,M,White,38.85,0.0,38.85,2025-08-06,10,3.8,False,No Return,2025,8,6,Wednesday,0,0,Medium
FB000617,Accessories,Zara,Summer,Unknown,Beige,61.29,0.0,61.29,2025-08-06,15,4.0,False,No Return,2025,8,6,Wednesday,0,0,Medium
FB000618,Bottoms,H&M,Spring,XS,Beige,90.66,0.0,90.66,2025-03-20,49,2.4,True,Color Mismatch,2025,3,20,Thursday,0,0,Medium
FB000619,Dresses,Mango,Fall,XL,Green,119.96,0.0,119.96,2025-08-06,5,5.0,False,No Return,2025,8,6,Wednesday,0,0,High
FB000620,Shoes,Forever21,Fall,XXL,Red,130.21,0.0,130.21,2025-08-06,50,4.7,False,No Return,2025,8,6,Wednesday,0,0,High
FB000621,Tops,Banana Republic,Winter,XS,Red,49.68,0.0,49.68,2025-08-06,15,2.8,False,No Return,2025,8,6,Wednesday,0,0,Medium
FB000622,Accessories,Zara,Spring,Unknown,Purple,46.58,0.0,46.58,2024-09-25,42,1.7000000000000002,False,No Return,2024,9,25,Wednesday,0,0,Low
FB000623,Accessories,Mango,Summer,Unknown,Brown,69.88,0.0,69.88,2025-08-06,8,2.8,False,No Return,2025,8,6,Wednesday,0,0,Medium
FB000624,Accessories,Forever21,Fall,Unknown,Green,32.15,0.0,32.15,2025-08-06,17,1.9,True,Quality Issue,2025,8,6,Wednesday,0,0,Low
FB000625,Bottoms,Forever21,Summer,S,Black,36.34,0.0,36.34,2025-08-06,6,4.5,True,Damaged,2025,8,6,Wednesday,0,0,High
FB000626,Bottoms,Mango,Fall,M,Beige,93.01,0.0,93.01,2025-08-06,34,1.4,False,No Return,2025,8,6,Wednesday,0,0,Low
FB000627,Tops,Gap,Winter,S,Brown,75.0,0.0,75.0,2025-08-06,19,1.6,False,No Return,2025,8,6,Wednesday,0,0,Low
FB000628,Outerwear,Zara,Fall,M,Blue,81.63,12.4,71.51,2025-08-06,3,2.986604189636163,False,No Return,2025,8,6,Wednesday,0,1,Medium
FB000629,Bottoms,Uniqlo,Spring,XL,Gray,109.81,0.0,109.81,2025-07-24,17,1.9,False,No Return,2025,7,24,Thursday,0,0,Low
FB000630,Bottoms,Ann Taylor,Fall,Unknown,Black,47.7,0.0,47.7,2025-08-06,14,2.3,False,No Return,2025,8,6,Wednesday,0,0,Medium
FB000631,Tops,Banana Republic,Winter,S,Red,96.08,0.0,96.08,2025-08-06,7,2.5,False,No Return,2025,8,6,Wednesday,0,0,Medium
FB000632,Tops,H&M,Winter,XS,Brown,28.0,2.6,27.27,2025-08-06,2,2.986604189636163,False,No Return,2025,8,6,Wednesday,0,1,Medium
FB000633,Bottoms,Zara,Winter,S,Brown,52.43,6.4,49.07,2025-08-06,42,2.6,False,No Return,2025,8,6,Wednesday,0,1,Medium
FB000634,Accessories,Gap,Summer,Unknown,Pink,67.95,18.3,55.52,2025-08-06,37,2.986604189636163,False,No Return,2025,8,6,Wednesday,0,1,Medium
FB000635,Dresses,Ann Taylor,Fall,Unknown,Red,131.92,0.0,131.92,2025-08-06,10,2.5,False,No Return,2025,8,6,Wednesday,0,0,Medium
FB000636,Outerwear,Ann Taylor,Spring,XS,White,205.77,0.0,205.77,2025-01-31,38,1.0,False,No Return,2025,1,31,Friday,0,0,Low
FB000637,Tops,Uniqlo,Winter,XL,White,97.88,11.3,86.82,2025-08-06,27,1.3,False,No Return,2025,8,6,Wednesday,0,1,Low
FB000638,Shoes,Zara,Summer,L,Gray,109.55,0.0,109.55,2025-08-06,32,1.4,False,No Return,2025,8,6,Wednesday,0,0,Low
FB000639,Bottoms,Zara,Fall,L,Gray,52.94,10.6,47.33,2025-08-06,50,2.7,False,No Return,2025,8,6,Wednesday,0,1,Medium
FB000640,Bottoms,Banana Republic,Winter,XS,Pink,70.83,18.0,58.08,2025-08-06,21,2.9,False,No Return,2025,8,6,Wednesday,0,1,Medium
FB000641,Dresses,Mango,Fall,L,Navy,53.17,0.0,53.17,2025-08-06,14,4.5,True,Changed Mind,2025,8,6,Wednesday,0,0,High
FB000642,Bottoms,Banana Republic,Summer,XS,Beige,119.56,46.2,64.32,2025-08-06,14,2.986604189636163,False,No Return,2025,8,6,Wednesday,0,1,Medium
FB000643,Dresses,Mango,Winter,S,Blue,144.43,0.0,144.43,2025-08-06,41,3.6,False,No Return,2025,8,6,Wednesday,0,0,Medium
FB000644,Outerwear,Mango,Spring,S,Purple,172.93,0.0,172.93,2025-04-12,43,4.7,True,Quality Issue,2025,4,12,Saturday,0,0,High
FB000645,Outerwear,Gap,Winter,XL,Beige,191.95,40.4,114.4,2025-08-06,21,2.9,False,No Return,2025,8,6,Wednesday,0,1,Medium
FB000646,Dresses,H&M,Winter,M,Black,128.56,0.0,128.56,2025-08-06,45,2.4,False,No Return,2025,8,6,Wednesday,0,0,Medium
FB000647,Dresses,H&M,Summer,L,White,123.08,53.0,57.85,2025-08-06,38,2.5,False,No Return,2025,8,6,Wednesday,0,1,Medium
FB000648,Outerwear,Ann Taylor,Spring,S,Purple,119.78,0.0,119.78,2025-04-04,22,1.5,True,Color Mismatch,2025,4,4,Friday,0,0,Low
FB000649,Bottoms,Banana Republic,Summer,XS,White,110.6,0.0,110.6,2025-08-06,19,2.986604189636163,True,Color Mismatch,2025,8,6,Wednesday,0,0,Medium
FB000650,Tops,Zara,Spring,S,Purple,58.16,0.0,58.16,2025-07-02,29,4.1,False,No Return,2025,7,2,Wednesday,0,0,High
FB000651,Outerwear,Mango,Fall,S,Green,208.82,0.0,208.82,2025-08-06,45,1.8,False,No Return,2025,8,6,Wednesday,0,0,Low
FB000652,Shoes,Ann Taylor,Winter,M,Black,192.74,0.0,192.74,2025-08-06,43,4.3,False,No Return,2025,8,6,Wednesday,0,0,High
FB000653,Accessories,Gap,Fall,Unknown,Red,71.82,18.4,58.61,2025-08-06,50,1.9,False,No Return,2025,8,6,Wednesday,0,1,Low
FB000654,Shoes,Zara,Summer,XS,Red,145.4,0.0,145.4,2025-08-06,14,2.0,False,No Return,2025,8,6,Wednesday,0,0,Low
FB000655,Bottoms,Mango,Summer,XXL,Brown,51.94,0.0,51.94,2025-08-06,9,3.2,False,No Return,2025,8,6,Wednesday,0,0,Medium
FB000656,Accessories,Ann Taylor,Spring,Unknown,Black,77.48,0.0,77.48,2024-10-07,49,3.3,True,Quality Issue,2024,10,7,Monday,0,0,Medium
FB000657,Dresses,Mango,Summer,L,Black,59.66,45.2,32.69,2025-08-06,14,2.6,False,No Return,2025,8,6,Wednesday,0,1,Medium
FB000658,Bottoms,Uniqlo,Summer,S,Red,102.07,0.0,102.07,2025-08-06,26,2.986604189636163,True,Color Mismatch,2025,8,6,Wednesday,0,0,Medium
FB000659,Accessories,Banana Republic,Spring,Unknown,Gray,48.57,0.0,48.57,2024-12-06,12,4.7,False,No Return,2024,12,6,Friday,0,0,High
FB000660,Shoes,Gap,Summer,M,Navy,121.55,0.0,121.55,2025-08-06,16,2.986604189636163,True,Damaged,2025,8,6,Wednesday,0,0,Medium
FB000661,Accessories,Ann Taylor,Winter,Unknown,Navy,59.22,44.8,32.69,2025-08-06,21,2.0,False,No Return,2025,8,6,Wednesday,0,1,Low
FB000662,Tops,Ann Taylor,Spring,XS,Beige,58.5,2.1,57.27,2025-05-23,24,3.9,False,No Return,2025,5,23,Friday,0,1,Medium
FB000663,Accessories,Forever21,Fall,Unknown,Green,73.85,0.0,73.85,2025-08-06,46,2.0,False,No Return,2025,8,6,Wednesday,0,0,Low
FB000664,Bottoms,H&M,Summer,XXL,Red,114.32,36.5,72.59,2025-08-06,41,4.1,False,No Return,2025,8,6,Wednesday,0,1,High
FB000665,Bottoms,Forever21,Summer,XS,Gray,91.4,11.0,81.35,2025-08-06,18,1.6,False,No Return,2025,8,6,Wednesday,0,1,Low
FB000666,Accessories,Forever21,Winter,Unknown,Navy,69.77,0.0,69.77,2025-08-06,30,2.986604189636163,True,Color Mismatch,2025,8,6,Wednesday,0,0,Medium
